STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
72,113,072000,1801,+18.003365,-066.600201
72,113,072101,1306,+17.985319,-066.619293
72,113,072102,4707,+17.980900,-066.604324
72,113,072201,3827,+18.015201,-066.588395
72,113,072202,4492,+18.002993,-066.589116
72,113,072300,1092,+18.000669,-066.551617
72,113,072400,8050,+18.041813,-066.551613
72,113,072500,6827,+18.062387,-066.566931
72,113,072600,3066,+18.122877,-066.612936
72,113,072701,2517,+18.040299,-066.592864
72,113,072703,4636,+18.059626,-066.597203
72,113,072704,2585,+18.056612,-066.618214
72,113,072900,5807,+18.052842,-066.643453
72,113,073001,2923,+18.055467,-066.671472
72,113,073002,4351,+17.994789,-066.669250
72,113,073003,1225,+18.026006,-066.662327
72,113,073004,3759,+18.035395,-066.659436
72,113,073005,2640,+18.015597,-066.652741
72,113,073006,2746,+17.990752,-066.659191
72,113,073009,4213,+18.000261,-066.650508
72,113,073010,3330,+17.996375,-066.645377
72,113,980001,2938,+17.981192,-066.677506
72,113,993000,0,+17.923715,-066.661333
72,115,330100,7697,+18.469191,-066.918246
72,115,330200,5086,+18.469663,-066.938616
72,115,330300,5211,+18.448303,-066.942354
72,115,330400,5644,+18.426731,-066.915804
72,115,990000,0,+18.513443,-066.926599
72,117,959401,3257,+18.358944,-067.248950
72,117,959402,1871,+18.338206,-067.219684
72,117,959500,3357,+18.340112,-067.246241
72,117,959601,2439,+18.315384,-067.204224
72,117,959602,4263,+18.319371,-067.234997
72,117,990400,0,+18.340561,-067.277301
72,119,130101,5085,+18.378538,-065.783834
72,119,130102,5222,+18.386318,-065.793495
72,119,130200,2031,+18.382764,-065.829954
72,119,130300,3054,+18.382312,-065.839691
72,119,130401,3570,+18.369538,-065.868659
72,119,130402,4567,+18.367417,-065.855862
72,119,130500,5187,+18.375467,-065.845344
72,119,130601,3199,+18.369112,-065.795660
72,119,130602,3654,+18.350420,-065.789691
72,119,130701,4521,+18.334572,-065.839478
72,119,130703,2495,+18.347859,-065.867088
72,119,130704,4475,+18.359786,-065.844483
72,119,992700,0,+18.439669,-065.770457
72,121,960300,6194,+18.086335,-066.948410
72,121,960400,4295,+18.083022,-066.968240
72,121,960500,968,+18.078850,-066.960400
72,121,960600,2317,+18.080873,-066.955677
72,121,960700,4776,+18.055743,-066.959341
72,121,960800,4179,+18.042884,-066.920357
72,123,952600,2816,+18.059353,-066.226806
72,123,952700,1964,+18.004816,-066.291593
72,123,952800,5843,+18.000536,-066.260118
72,123,952901,3586,+17.975354,-066.221885
72,123,952902,3953,+17.977873,-066.262847
72,123,953000,2247,+17.978273,-066.292756
72,123,953100,1744,+17.976489,-066.300145
72,123,953200,3636,+17.960550,-066.265971
72,123,992800,0,+17.901633,-066.270990
72,125,840100,4136,+18.114769,-067.024067
72,125,840200,6558,+18.136926,-067.066451
72,125,840300,4837,+18.076911,-066.998501
72,125,840400,5064,+18.076090,-067.026198
72,125,840500,3790,+18.087782,-067.048687
72,125,840600,4157,+18.082631,-067.077311
72,125,840700,3337,+18.077358,-067.044083
72,127,000400,1073,+18.467709,-066.114649
72,127,000506,1344,+18.466071,-066.116058
72,127,000600,1978,+18.463882,-066.104793
72,127,000700,1952,+18.463746,-066.093701
72,127,000900,2724,+18.456646,-066.074943
72,127,001001,3876,+18.454074,-066.066896
72,127,001002,2064,+18.453579,-066.062370
72,127,001100,1811,+18.452821,-066.056930
72,127,001200,1869,+18.451922,-066.044217
72,127,001301,1873,+18.448121,-066.047308
72,127,001302,3889,+18.448189,-066.041240
72,127,001400,943,+18.449108,-066.054262
72,127,001500,1919,+18.450008,-066.059731
72,127,001600,3463,+18.446977,-066.065348
72,127,001800,2045,+18.451271,-066.073014
72,127,001900,3468,+18.454508,-066.083914
72,127,002002,874,+18.450240,-066.080626
72,127,002100,1257,+18.450293,-066.077261
72,127,002200,1327,+18.444279,-066.071749
72,127,002300,1263,+18.442254,-066.067324
72,127,002400,2577,+18.441746,-066.060625
72,127,002500,1373,+18.446110,-066.060743
72,127,002600,2152,+18.445236,-066.055701
72,127,002800,1971,+18.445274,-066.048557
72,127,002900,1193,+18.442846,-066.044632
72,127,003000,1188,+18.440889,-066.047133
72,127,003100,2319,+18.442890,-066.051260
72,127,003200,1712,+18.439289,-066.052696
72,127,003300,1291,+18.437239,-066.047884
72,127,003400,2127,+18.437156,-066.043821
72,127,003501,4392,+18.434262,-066.038371
72,127,003502,1332,+18.430287,-066.041754
72,127,003600,999,+18.434462,-066.049019
72,127,003701,1334,+18.433938,-066.054992
72,127,003702,1431,+18.432093,-066.048229
72,127,003800,1843,+18.436400,-066.055574
72,127,003902,3604,+18.440006,-066.063234
72,127,004200,1962,+18.447821,-066.081512
72,127,004306,2056,+18.421415,-066.079358
72,127,004400,1573,+18.429739,-066.055170
72,127,004500,1449,+18.429188,-066.050791
72,127,004600,2368,+18.425708,-066.043891
72,127,004700,4351,+18.421592,-066.035969
72,127,004800,2516,+18.414726,-066.033243
72,127,004900,3312,+18.410858,-066.034762
72,127,005000,3925,+18.408343,-066.025444
72,127,005101,1758,+18.409986,-066.019768
72,127,005102,2101,+18.402066,-066.016273
72,127,005103,2695,+18.401864,-066.024259
72,127,005201,2085,+18.405706,-065.999343
72,127,005202,2514,+18.408970,-066.005452
72,127,005204,1733,+18.401321,-066.003465
72,127,005214,4832,+18.401684,-066.011060
72,127,005215,2309,+18.409252,-066.010417
72,127,005300,2322,+18.403142,-065.994406
72,127,005402,1204,+18.395121,-066.012167
72,127,005403,5699,+18.386367,-066.018933
72,127,005404,2062,+18.387927,-066.004227
72,127,005405,5208,+18.389837,-066.008388
72,127,005500,4641,+18.392750,-066.021853
72,127,005601,2696,+18.403326,-066.034296
72,127,005602,3706,+18.398097,-066.028929
72,127,005800,2242,+18.411014,-066.040161
72,127,005900,1550,+18.416424,-066.038197
72,127,006000,1617,+18.420271,-066.041377
72,127,006101,3550,+18.414687,-066.046931
72,127,006102,1227,+18.412763,-066.051068
72,127,006200,1634,+18.419956,-066.047824
72,127,006301,2631,+18.420384,-066.051622
72,127,006302,2870,+18.424591,-066.053831
72,127,006500,1601,+18.417967,-066.060856
72,127,006600,2045,+18.405887,-066.054498
72,127,006701,1815,+18.411906,-066.060213
72,127,006702,2341,+18.406919,-066.058550
72,127,006800,5427,+18.413516,-066.067154
72,127,006900,2297,+18.411048,-066.078678
72,127,007004,2104,+18.417625,-066.084586
72,127,007100,1567,+18.415580,-066.091222
72,127,007300,3251,+18.408324,-066.092887
72,127,007400,1635,+18.411356,-066.086123
72,127,007500,1743,+18.406551,-066.084773
72,127,007600,2071,+18.403451,-066.079826
72,127,007700,2629,+18.400730,-066.089671
72,127,007800,4780,+18.394082,-066.096752
72,127,007900,2505,+18.398102,-066.103559
72,127,008001,3656,+18.385744,-066.101694
72,127,008002,3719,+18.382193,-066.097060
72,127,008100,2158,+18.381639,-066.092142
72,127,008201,2225,+18.392142,-066.088787
72,127,008202,2751,+18.387049,-066.088267
72,127,008300,2066,+18.398236,-066.088208
72,127,008400,3851,+18.395407,-066.080297
72,127,008500,3873,+18.403115,-066.074068
72,127,008601,1869,+18.403043,-066.060982
72,127,008602,3744,+18.399802,-066.068462
72,127,008603,1538,+18.397564,-066.065650
72,127,008700,1634,+18.400475,-066.054044
72,127,008900,2049,+18.399544,-066.046299
72,127,009000,1641,+18.401028,-066.038623
72,127,009111,3208,+18.396781,-066.036062
72,127,009112,3883,+18.385200,-066.031773
72,127,009121,3411,+18.390850,-066.037501
72,127,009122,6048,+18.378880,-066.037061
72,127,009123,2069,+18.374702,-066.037448
72,127,009300,2583,+18.393127,-066.045953
72,127,009400,1677,+18.391581,-066.051611
72,127,009601,1346,+18.382582,-066.062832
72,127,009602,1849,+18.377449,-066.066842
72,127,009603,2339,+18.372915,-066.062718
72,127,009614,1814,+18.364307,-066.067329
72,127,009624,4071,+18.361637,-066.075287
72,127,009800,5325,+18.379044,-066.077823
72,127,009901,3492,+18.367855,-066.087317
72,127,009902,4182,+18.348438,-066.084878
72,127,009903,4927,+18.353503,-066.077065
72,127,009904,1977,+18.352050,-066.068169
72,127,010002,5012,+18.355108,-066.060697
72,127,010012,5192,+18.365687,-066.040247
72,127,010022,3241,+18.371870,-066.048699
72,127,010032,5461,+18.359962,-066.047495
72,127,010043,2192,+18.375982,-066.056881
72,127,010044,4228,+18.364709,-066.057446
72,127,010045,3804,+18.336730,-066.050421
72,127,010046,3592,+18.347578,-066.041856
72,127,010100,7645,+18.328520,-066.067496
72,127,010200,5659,+18.332994,-066.085497
72,127,010500,5142,+18.429471,-066.066519
72,127,980000,6,+18.393433,-066.062461
72,127,980101,0,+18.415877,-066.073546
72,127,980102,0,+18.409682,-066.073117
72,127,980103,8,+18.421312,-066.077103
72,127,980104,3,+18.427646,-066.094285
72,127,980105,2,+18.464330,-066.090941
72,127,980107,4,+18.467508,-066.110310
72,127,980108,4,+18.456921,-066.099660
72,127,980200,30,+18.469451,-066.122268
72,127,980300,0,+18.442851,-066.081126
72,127,990000,0,+18.493025,-066.080020
72,129,220100,8216,+18.201313,-065.973198
72,129,220200,2499,+18.194183,-065.969517
72,129,220300,1530,+18.188829,-065.962194
72,129,220401,4864,+18.165190,-065.951962
72,129,220402,4993,+18.188451,-065.947144
72,129,220501,3147,+18.166901,-066.002531
72,129,220502,4221,+18.173459,-065.980522
72,129,220600,3166,+18.143632,-065.981529
72,129,220700,5057,+18.115235,-065.986880
72,131,009200,2309,+18.337258,-066.989747
72,131,958500,4296,+18.353918,-066.932827
72,131,958700,5270,+18.368017,-067.019497
72,131,958800,6537,+18.314724,-067.016188
72,131,958900,2529,+18.340943,-067.001925
72,131,959000,3632,+18.329297,-066.992936
72,131,959200,5415,+18.309197,-066.970860
72,131,959300,4154,+18.302972,-066.927757
72,131,959500,5203,+18.365339,-066.977422
72,133,953300,4322,+18.005855,-066.366290
72,133,953500,4321,+18.003905,-066.417102
72,133,953600,5176,+17.987319,-066.384647
72,133,953700,1875,+17.965893,-066.400792
72,133,953800,4587,+17.971395,-066.408872
72,133,990000,0,+17.907788,-066.391106
72,135,510101,8815,+18.386113,-066.206402
72,135,510102,4567,+18.375920,-066.217191
72,135,510200,8112,+18.388184,-066.228577
72,135,510300,2648,+18.389392,-066.249671
72,135,510400,4622,+18.370985,-066.259588
72,135,510502,3858,+18.363821,-066.216439
72,135,510503,7874,+18.352499,-066.210030
72,135,510504,3871,+18.371589,-066.203101
72,135,510505,3530,+18.361883,-066.205030
72,135,510601,5058,+18.342084,-066.215592
72,135,510602,5345,+18.351690,-066.249917
72,135,510701,3777,+18.369445,-066.289980
72,135,510702,4775,+18.344231,-066.272136
72,137,120200,3427,+18.448752,-066.170468
72,137,120300,1972,+18.451914,-066.180047
72,137,120400,1510,+18.457169,-066.185784
72,137,120500,1134,+18.451128,-066.186135
72,137,120600,2848,+18.445724,-066.180687
72,137,120900,2902,+18.434762,-066.173124
72,137,121001,3441,+18.439951,-066.188948
72,137,121002,3225,+18.437346,-066.181104
72,137,121200,3018,+18.427171,-066.173481
72,137,121400,4689,+18.453853,-066.193083
72,137,121701,3025,+18.433143,-066.222738
72,137,121702,4683,+18.443573,-066.225231
72,137,121801,4529,+18.418332,-066.216198
72,137,121802,5034,+18.409654,-066.213101
72,137,121900,3085,+18.399155,-066.200506
72,137,122001,4254,+18.396658,-066.208948
72,137,122002,3754,+18.403673,-066.231834
72,137,122100,2241,+18.399913,-066.246611
72,137,122201,3052,+18.423906,-066.240795
72,137,122202,2022,+18.423496,-066.233474
72,137,122400,1661,+18.442491,-066.251060
72,137,122500,4472,+18.441971,-066.171422
72,137,122600,5315,+18.430077,-066.183539
72,137,990000,0,+18.492982,-066.160030
72,139,060102,3232,+18.375307,-066.014273
72,139,060103,2701,+18.374779,-066.000031
72,139,060104,7137,+18.366602,-065.997739
72,139,060212,4511,+18.374061,-066.026979
72,139,060213,2548,+18.358880,-066.030517
72,139,060222,4460,+18.366469,-066.028313
72,139,060223,3686,+18.356588,-066.016552
72,139,060224,2492,+18.361106,-066.016505
72,139,060225,2469,+18.367246,-066.016661
72,139,060226,1059,+18.366631,-066.021159
72,139,060301,5111,+18.347968,-066.017075
72,139,060302,7785,+18.332295,-066.025818
72,139,060401,3891,+18.323742,-066.004926
72,139,060403,3971,+18.345033,-065.987862
72,139,060404,3988,+18.353362,-065.993219
72,139,060501,4882,+18.317824,-065.985943
72,139,060502,3817,+18.318187,-065.965028
72,141,956900,3289,+18.286980,-066.626327
72,141,957000,4559,+18.281640,-066.693190
72,141,957100,4546,+18.280584,-066.792971
72,141,957200,4432,+18.266105,-066.732340
72,141,957300,3492,+18.274105,-066.706184
72,141,957400,1983,+18.262256,-066.709879
72,141,957500,2532,+18.263424,-066.696795
72,141,957600,3454,+18.223828,-066.664661
72,143,550101,3019,+18.474797,-066.341303
72,143,550102,1520,+18.445500,-066.329721
72,143,550103,4850,+18.467147,-066.334821
72,143,550200,5026,+18.438005,-066.339110
72,143,550300,4658,+18.384452,-066.354090
72,143,550400,3507,+18.412092,-066.326922
72,143,550500,5017,+18.416397,-066.312610
72,143,550601,4713,+18.389960,-066.330068
72,143,550602,3085,+18.403237,-066.310230
72,143,990000,0,+18.511798,-066.330851
72,145,560100,4340,+18.446557,-066.355458
72,145,560201,5209,+18.484494,-066.411145
72,145,560204,3243,+18.470008,-066.413710
72,145,560300,3984,+18.453474,-066.391884
72,145,560401,3318,+18.453758,-066.415489
72,145,560402,5119,+18.447393,-066.425505
72,145,560500,1677,+18.445486,-066.384626
72,145,560600,5572,+18.425568,-066.371422
72,145,560701,5282,+18.436445,-066.397522
72,145,560702,6073,+18.426590,-066.395079
72,145,560801,2590,+18.436006,-066.426101
72,145,560802,3113,+18.426812,-066.419980
72,145,560900,4894,+18.381027,-066.397845
72,145,990000,0,+18.518081,-066.393711
72,147,950500,4748,+18.125664,-065.459408
72,147,950600,3501,+18.145827,-065.434773
72,147,990000,0,+18.076284,-065.527105
72,149,720100,4585,+18.121568,-066.458193
72,149,720300,5384,+18.120548,-066.483655
72,149,720400,1717,+18.129628,-066.492045
72,149,720502,3167,+18.102686,-066.513474
72,149,720503,3984,+18.142147,-066.483267
72,149,720504,3256,+18.127373,-066.506241
72,151,950601,2603,+18.097315,-065.860549
72,151,950602,4001,+18.082424,-065.840040
72,151,950700,4750,+18.075111,-065.943320
72,151,950800,3469,+18.068098,-065.902105
72,151,950900,4654,+18.101987,-065.896182
72,151,951000,2011,+18.049202,-065.875188
72,151,951100,2005,+18.043453,-065.876949
72,151,951200,3102,+18.043834,-065.898751
72,151,951300,3831,+18.032706,-065.852191
72,151,990000,0,+18.025571,-065.795004
72,153,750101,2326,+18.109944,-066.836687
72,153,750102,3070,+18.059713,-066.837346
72,153,750201,2791,+18.074235,-066.887828
72,153,750202,4319,+18.056738,-066.869992
72,153,750300,3724,+18.042451,-066.865881
72,153,750400,3019,+18.035973,-066.849852
72,153,750501,3968,+18.030796,-066.868112
72,153,750502,1845,+18.025145,-066.860927
72,153,750503,2155,+18.025852,-066.873910
72,153,750601,4368,+18.018704,-066.843940
72,153,750602,2587,+18.006421,-066.860884
